An aerial spray plane clipped the top of a tower at the edge of a field north of Macdonald on Monday,yes
They were fined \$ 1M,no
"Mechanisms such as the main turbine , gearbox and generator produce unique vibration signatures , with different amplitudes and frequencies , but these can be difficult to isolate from each other and can be masked by noise from surrounding systems",no
Date uncertain simply refers to November 2003,no
The blades are 140 feet long and 15 feet wide at their widest point,no
Two of the blades fell burning to the ground,yes
This was observed by someone who regularly walks in the area,no
"This rescue appears unrelated to wind energy , but raises the point that emergency teams will be called upon to service people on the large towers",no
"The injection of fluids into hot rock , as is called for in some new and advanced geothermal techniques , can cause fracturing",no
"Since these accidents did not damage a sizable portion of the solar panels , the damage went undetected for a while",yes
BBC and ITV news reported that a man died on 15 March following a fall from a wind turbine during construction at Kilgallioch wind farm in Ayrshire,yes
"That , combined with the growth in wind and tepid customer demand , is upending power markets , leading to plant closures and bankruptcy for some generator owners",no
"For instance , the post disaster assessment of the 2012 flood in Nigeria estimated the amount of damage caused to be around US \$ 17 billion",no
One eyewitness repiorted that the turbine had split at the base,yes
Lightning strike to two turbines damage to multiple blades on each,yes
"The Trump administration , reversing an Obama-era policy , said it won t prosecute oil drillers , wind-farm developers and others who accidentally kill migratory birds",no
Vestas later claimed that the fire was the first of its kind,no
Constructed December 2001,no
All five turbines on site reported to throw ice despite being fitted with ice sensors,yes
Third of three public fatalities at the same location put down to driver distraction,no
"ABC had reported that he was crushed by a turbine blade , but later changed their story to say that the man had been crushed in an industrial accident",yes
Truck sends utility pole into restaurant,no
"We believe the North American market represents a strategic opportunity because of expectations for growth in wind and solar power , said Aitor Sotes , CEO of",no
Part of one of the turbines for the Walney II offshore wind farm was dropped at the port,yes
"They ll only work with poly mono-crystalline silicon technology \( not thin-film \) because of the technology s current efficiency levels and roadmap-promised improvements , and they ll be module-agnostic among top-tier vendors",no
"More than 100 homes and four other structures were damaged , but no lives were lost",no
A spokesman for Talisman Energy claimed that it was superficial damage only and that no delay to the project had occurred,no
Troubled turbines could turn again soon Shandwick social club turbine and six others on the island reported to be shut down following blade problems,yes
"Because of this factor , performing adequate scheduled maintenance on the box , such as ensuring proper lubrication for the environmental conditions of the turbine , is also a key step in improving reliability",no
Rare Griffin Vulture reported killed at the St Nikolas wind park on the Black Sea coast,yes
Earlier fire at same turbine on 15 4 2003,yes
"Because it is a pumped storage project with no natural inflow , the reservoir level can be raised and lowered with the reversible pump turbines at the project",no
Reports that turbine construction company have cut down trees on private property and have stopped access to the school bus forcing children to walk 0 5km through a construction zone to catch the bus,yes
Blades had to be repaired and turbine reported to be noisy,yes
"When help arrived , Donahue said , the wind generator was engulfed in flames",yes
"A 128 , 000-pound section of a pylon for a wind turbine shifted as the rig was headed south on Route 113 south of Dixon early Wednesday , triggering a 10-hour traffic nightmare",yes
Blades damaged by lightning two weeks after opening,yes
A safety enquiry is under way and all work has halted,no
Also disturbance to neighbours,no
Sholayur panchayet set to dismantle 'illegal' turbines,yes
"Article reports turbine blade fell on a 38-year old worker , fracturing his pelvis",yes
"Following findings from a Jutland mink breeder that a third of his mink were stillborn or deformed after several giant wind turbines atarted operating nearby , the owner of a 43 year old nursery has closed the business after concerns about the health of his staff from nearby turbines",yes
Consider the hurricanes that have devastated regions and left them without power,no
"Middelgrunden in Denmark , as an example , had Problems with the switchgear and the transformers have been the main issue from the very beginning",no
"It states that with economic diversification and population growth accelerating , the growth in power demand in the region which is approximately 3 3 percent per year will be realized predominantly through increasingly efficient natural gas-fired power plants",no
TWO TURBINE BLADES SNAP AT WIND FARM,yes
It was really the first day there had been any real wind since it had been set up,no
Derby's idle wind turbines 'a waste and a flop',no
One of the men had to be oplaced in an induced coma then was transported to a specialist hospital for treatment of burns,no
