Month,Utility_Number,Name,State,AMR_Total,AMI_Total
3,5416,"Duke Energy Carolinas, LLC",NC,"1,417,669","489,656"
3,6235,Public Works Comm-City of Fayetteville,NC,"20,421","62,361"
3,9837,Jones-Onslow Elec Member Corp,NC,"68,183",0
3,16496,Rutherford Elec Member Corp,NC,0,"68,686"
3,18642,Tennessee Valley Authority,NC,0,1
3,19876,Virginia Electric & Power Co,NC,"112,269",150
3,24889,Brunswick Electric Member Corp,NC,0,"88,537"
3,4717,Dakota Valley Elec Coop Inc,ND,"6,500",0
3,12087,McKenzie Electric Coop Inc,ND,"12,086",0
3,12090,"McLean Electric Coop, Inc",ND,"3,924",0
3,12199,Montana-Dakota Utilities Co,ND,"92,803",0
3,12301,Nodak Electric Coop Inc,ND,0,"19,228"
3,13196,Northern Plains Electric Coop,ND,"18,158",0
3,13694,"North Central Elec Coop, Inc",ND,"7,824",0
3,13781,Northern States Power Co - Minnesota,ND,"94,179",0
3,14232,Otter Tail Power Co,ND,19,0
3,19790,Verendrye Electric Coop Inc,ND,0,"16,252"
3,20413,Mountrail-Williams Elec Coop,ND,"18,172",0
3,24949,Cass County Elec Coop Inc,ND,29,"54,482"
3,55959,Roughrider Electric Cooperativ,ND,"14,555",0
3,4373,Cornhusker Public Power Dist,NE,"9,420",0
3,4911,Dawson Power District,NE,2,"22,955"
3,6779,City of Fremont - (NE),NE,"15,014",0
3,8245,City of Hastings - (NE),NE,"11,267",0
3,11018,Lincoln Electric System,NE,"132,233",0
3,11251,Loup River Public Power Dist,NE,"19,211",0
3,12539,Midwest Electric Member Corp,NE,"6,450",0
3,13337,Nebraska Public Power District,NE,"12,398","45,393"
3,13664,Norris Public Power District,NE,"1,474","1,397"
3,14127,Omaha Public Power District,NE,"367,484",509
3,17642,Southern Public Power District,NE,"2,960",0
3,27058,"High West Energy, Inc",NE,"3,019",0
3,40606,City of Grand Island - (NE),NE,0,678
3,13441,New Hampshire Elec Coop Inc,NH,23,"84,173"
3,15472,Public Service Co of NH,NH,"499,363",0
3,24590,Unitil Energy Systems,NH,200,"74,553"
3,26510,Liberty Utilities (Granite State Electric) Corp,NH,"40,859",8
3,963,Atlantic City Electric Co,NJ,"1,214",0
3,9726,Jersey Central Power & Lt Co,NJ,"3,780",0
3,15477,Public Service Elec & Gas Co,NJ,0,"14,011"
3,16213,Rockland Electric Co,NJ,"21,070",0
3,3287,"Central Valley Elec Coop, Inc",NM,342,"14,815"
3,5701,El Paso Electric Co,NM,"103,052",0
3,6204,City of Farmington - (NM),NM,"42,490",0
3,11204,Los Alamos County,NM,100,"1,693"
3,13314,Navajo Tribal Utility Authority,NM,0,"10,416"
3,15473,Public Service Co of NM,NM,"33,391",0
3,17718,Southwestern Public Service Co,NM,890,17
3,22690,Roosevelt County Elec Coop Inc,NM,0,"6,026"
3,2008,City of Boulder City - (NV),NV,568,0
3,4356,Colorado River Comm of Nevada,NV,0,23
3,13073,"Mt Wheeler Power, Inc",NV,"6,946",10
3,13407,Nevada Power Co,NV,133,"903,866"
3,17166,Sierra Pacific Power Co,NV,159,"338,771"
3,18260,Surprise Valley Electrification,NV,0,0
3,19840,"Valley Electric Assn, Inc",NV,"21,272",0
3,20332,Wells Rural Electric Co,NV,"5,383",0
3,22814,Raft Rural Elec Coop Inc,NV,0,"1,776"
3,3249,Central Hudson Gas & Elec Corp,NY,"117,615",0
3,4226,Consolidated Edison Co-NY Inc,NY,"1,345,812",0
3,11171,Long Island Power Authority,NY,"19,134","8,734"
3,13511,New York State Elec & Gas Corp,NY,984,0
3,13573,Niagara Mohawk Power Corp.,NY,"1,926,872","3,293"
3,14154,Orange & Rockland Utils Inc,NY,"93,718",0
3,14711,Pennsylvania Electric Co,NY,1,0
3,16183,Rochester Gas & Electric Corp,NY,677,0
3,3542,Duke Energy Ohio Inc,OH,"8,090","705,363"
3,3755,Cleveland Electric Illum Co,OH,"9,185","31,842"
3,4922,Dayton Power & Light Co,OH,"278,002",0
3,13998,Ohio Edison Co,OH,"3,437",11
3,14006,Ohio Power Co,OH,"618,845","135,962"
3,18997,The Toledo Edison Co,OH,"1,080",0
3,817,Arkansas Valley Elec Coop Corp,OK,0,"4,557"
3,7490,Grand River Dam Authority,OK,0,173
3,13734,Northeast Oklahoma Electric Co,OK,0,"38,385"
3,14062,Oklahoma Electric Coop Inc,OK,0,"53,799"
3,14063,Oklahoma Gas & Electric Co,OK,1,"786,794"
3,15474,Public Service Co of Oklahoma,OK,"53,468","446,720"
3,19785,Verdigris Valley Elec Coop Inc,OK,0,"36,136"
3,1738,Bonneville Power Administration,OR,1,0
3,6022,City of Eugene - (OR),OR,0,0
3,9191,Idaho Power Co,OR,297,"17,381"
3,14354,PacifiCorp,OR,"108,231",0
3,15248,Portland General Electric Co,OR,0,"855,573"
3,18260,Surprise Valley Electrification,OR,0,0
3,28541,Clatskanie Peoples Util Dist,OR,729,0
3,40437,Emerald People's Utility Dist,OR,"20,954",0
3,3597,Citizens Electric Co - (PA),PA,0,"6,931"
3,5487,Duquesne Light Co,PA,"389,916","197,630"
3,12390,Metropolitan Edison Co,PA,"4,367",1
3,14711,Pennsylvania Electric Co,PA,"3,078",0
3,14715,PPL Electric Utilities Corp,PA,0,"1,425,729"
3,14716,Pennsylvania Power Co,PA,243,0
3,14940,PECO Energy Co,PA,"12,582","1,636,089"
3,15045,Pike County Light & Power Co,PA,"3,391",0
3,19390,"UGI Utilities, Inc",PA,"59,441",0
3,20334,Wellsborough Electric Co,PA,"1,002","4,788"
3,20387,West Penn Power Company,PA,"21,423",2
3,1857,Block Island Power Co,RI,"1,887",0
3,13214,The Narragansett Electric Co,RI,"485,607",254
3,14537,Pascoag Utility District,RI,"4,595",0
3,1613,Berkeley Electric Coop Inc,SC,36,"89,668"
3,3046,Duke Energy Progress - (NC),SC,"165,519",0
3,5416,"Duke Energy Carolinas, LLC",SC,"469,855","92,856"
3,11118,Lockhart Power Co,SC,"6,221",0
3,14398,Palmetto Electric Coop Inc,SC,0,"69,591"
3,17539,South Carolina Electric&Gas Company,SC,"688,512","10,073"
3,17543,South Carolina Public Service Authority,SC,"115,544",29
3,1769,"Black Hills Electric Coop, Inc",SD,246,"9,406"
3,3236,"Central Electric Coop, Inc - (SD)",SD,"7,201",0
3,11475,City of Madison - (SD),SD,0,0
3,12199,Montana-Dakota Utilities Co,SD,"8,531",0
3,12341,MidAmerican Energy Co,SD,"4,775",0
3,13337,Nebraska Public Power District,SD,0,"1,278"
3,13750,"Northern Electric Coop, Inc",SD,0,"6,248"
3,13781,Northern States Power Co - Minnesota,SD,"91,358",0
3,14232,Otter Tail Power Co,SD,8,0
3,16286,Rosebud Electric Coop Inc,SD,0,"5,435"
3,17267,Sioux Valley SW Elec Coop,SD,1,"20,249"
3,19293,Southeastern Electric Coop Inc - (SD),SD,"15,913",0
3,19545,"Black Hills Power, Inc. d/b/a",SD,0,"67,042"
3,19896,City of Volga - (SD),SD,"1,044",0
3,20187,Watertown Municipal Utilities,SD,"12,806",0
3,20401,West River Electric Assn Inc,SD,0,"16,613"
3,727,Appalachian Electric Coop,TN,0,"45,646"
3,814,Entergy Arkansas Inc,TN,0,0
3,2247,City of Bristol - (TN),TN,0,"15,701"
3,3408,City of Chattanooga - (TN),TN,0,"165,600"
3,3704,City of Clarksville - (TN),TN,0,"64,792"
3,3758,City of Cleveland - (TN),TN,0,"31,185"
3,3812,City of Clinton - (TN),TN,0,"29,199"
3,4624,Cumberland Elec Member Corp,TN,"93,834",0
3,5399,Duck River Elec Member Corp,TN,0,"4,246"
3,7174,Gibson Electric Members Corp,TN,0,"37,239"
3,7625,City of Greeneville - (TN),TN,0,"37,835"
3,9777,Johnson City - (TN),TN,0,"77,409"
3,10171,Kentucky Utilities Co,TN,4,0
3,10331,Kingsport Power Co,TN,"47,519",40
3,10421,Knoxville Utilities Board,TN,"6,888","6,174"
3,10906,City of Lenoir - (TN),TN,"59,251",0
3,12293,City of Memphis - (TN),TN,239,889
3,12470,Middle Tennessee E M C,TN,0,"126,588"
3,13216,Nashville Electric Service,TN,"48,813","152,132"
3,17564,South Kentucky Rural E C C,TN,0,185
3,17694,Southwest Tennessee E M C,TN,"40,468","8,890"
3,18642,Tennessee Valley Authority,TN,0,72
3,19574,Upper Cumberland E M C,TN,0,"48,707"
3,19898,Volunteer Electric Coop,TN,0,"113,616"
3,3278,AEP Texas Central Company,TX,127,"829,303"
3,5701,El Paso Electric Co,TX,"299,296",0
3,8901,CenterPoint Energy,TX,"8,821","2,374,376"
3,13830,Nueces Electric Cooperative,TX,854,0
3,16604,City of San Antonio - (TX),TX,"368,419","288,199"
3,17008,Sharyland Utilities LP,TX,"3,097","50,756"
3,17698,Southwestern Electric Power Co,TX,"175,488",0
3,17718,Southwestern Public Service Co,TX,331,38
3,20404,AEP Texas North Company,TX,54,"189,136"
3,40051,Texas-New Mexico Power Co,TX,0,"226,187"
3,44372,Oncor Electric Delivery Company LLC,TX,0,"3,381,417"
3,55937,Entergy Texas Inc.,TX,"17,280",0
3,2010,City of Bountiful,UT,"16,865",0
3,11135,City of Logan - (UT),UT,0,"19,394"
3,12866,Moon Lake Electric Assn Inc,UT,"16,489",0
3,13073,"Mt Wheeler Power, Inc",UT,396,3
3,13314,Navajo Tribal Utility Authority,UT,0,830
3,14354,PacifiCorp,UT,"850,366",0
3,15444,Provo City Corp,UT,"4,761","1,007"
3,17845,City of Springville - (UT),UT,"10,839",0
3,17874,City of St George,UT,"29,112",0
3,18206,Strawberry Electric Serv Dist,UT,"3,478",0
3,20332,Wells Rural Electric Co,UT,715,0
3,22814,Raft Rural Elec Coop Inc,UT,0,692
3,84,A & N Electric Coop,VA,"33,754",0
3,733,Appalachian Power Co,VA,"525,839",572
3,10171,Kentucky Utilities Co,VA,"2,443",0
3,17066,Shenandoah Valley Elec Coop,VA,"92,005",0
3,19876,Virginia Electric & Power Co,VA,"1,954,375","363,441"
3,19882,Virginia Tech Electric Service,VA,"5,687",71
3,40228,Rappahannock Electric Coop,VA,0,"155,596"
3,2548,City of Burlington Electric - (VT),VT,443,"19,503"
3,7601,Green Mountain Power Corp,VT,"2,046","262,567"
3,19791,"Vermont Electric Cooperative, Inc",VT,"40,808",0
3,1738,Bonneville Power Administration,WA,66,0
3,3660,PUD No 1 of Clark County - (WA),WA,"191,196",0
3,10454,Kootenai Electric Cooperative,WA,0,94
3,14354,PacifiCorp,WA,"127,233",0
3,15500,Puget Sound Energy Inc,WA,"1,132,149","4,853"
3,16868,City of Seattle - (WA),WA,0,0
3,17470,PUD 1 of Snohomish County,WA,"4,124",0
3,18429,City of Tacoma - (WA),WA,492,"15,614"
3,20169,Avista Corp,WA,"68,445",0
3,4247,Consolidated Water Power Co,WI,107,0
3,4715,Dahlberg Light & Power Co,WI,0,0
3,5574,East Central Energy,WI,"5,109",0
3,11479,Madison Gas & Electric Co,WI,"142,132","6,451"
3,13697,North Central Power Co Inc,WI,0,0
3,13780,Northern States Power Co,WI,"246,849",0
3,13815,Northwestern Wisconsin Elec Co,WI,984,0
3,18336,Superior Water and Light Co,WI,403,0
3,20847,Wisconsin Electric Power Co,WI,"1,017,681","102,793"
3,20856,Wisconsin Power & Light Co,WI,66,"462,379"
3,20860,Wisconsin Public Service Corp,WI,"443,729",0
3,733,Appalachian Power Co,WV,"432,363",579
3,12796,Monongahela Power Co,WV,"35,009",0
3,15263,The Potomac Edison Company,WV,"7,022",0
3,20521,Wheeling Power Co,WV,"42,255",15
3,3461,Cheyenne Light Fuel & Power d/b/a Black Hills Energy,WY,0,"40,756"
3,7222,City of Gillette - (WY),WY,"14,880",0
3,8566,High Plains Power Inc,WY,"13,029",0
3,11273,Lower Valley Energy Inc,WY,0,"25,225"
3,12199,Montana-Dakota Utilities Co,WY,"15,553",0
3,12825,NorthWestern Energy LLC - (MT),WY,323,0
3,14354,PacifiCorp,WY,"136,974",0
3,19156,Powder River Energy Corp,WY,"26,806",25
3,19545,"Black Hills Power, Inc. d/b/a",WY,0,"2,669"
3,27058,"High West Energy, Inc",WY,"5,873",0
4,213,Alaska Electric Light&Power Co,AK,"15,465",0
4,219,Alaska Power and Telephone Co,AK,"7,676",0
4,221,"Alaska Village Elec Coop, Inc",AK,"10,911",0
4,599,Anchorage Municipal Light and Power,AK,"30,451",0
4,3522,Chugach Electric Assn Inc,AK,"66,920","17,695"
4,7353,Golden Valley Elec Assn Inc,AK,"45,642",0
4,10210,Ketchikan Public Utilities,AK,0,"4,781"
4,10433,Kodiak Electric Assn Inc,AK,"5,756",0
4,10451,Kotzebue Electric Assn Inc,AK,79,"1,058"
4,11824,Matanuska Electric Assn Inc,AK,"33,689","24,620"
4,19558,Homer Electric Assn Inc,AK,"29,432",82
4,195,Alabama Power Co,AL,0,"1,435,228"
4,4958,Decatur Utilities,AL,"11,068",493
4,9094,City of Huntsville - (AL),AL,0,15
4,9739,Joe Wheeler Elec Member Corp,AL,0,"42,937"
4,17252,Singing River Elec Pwr Assn,AL,324,0
4,18642,Tennessee Valley Authority,AL,0,29
4,814,Entergy Arkansas Inc,AR,"18,798",718
4,817,Arkansas Valley Elec Coop Corp,AR,0,"54,000"
4,3093,Carroll Electric Coop Corp - (AR),AR,0,"82,586"
4,6342,First Electric Coop Corp,AR,0,"91,642"
4,12681,Mississippi County Electric Co,AR,"4,399",0
4,13718,City of North Little Rock - (AR),AR,22,"36,624"
4,14063,Oklahoma Gas & Electric Co,AR,0,"68,454"
4,17698,Southwestern Electric Power Co,AR,"105,762",0
4,176,Ajo Improvement Co,AZ,981,0
4,803,Arizona Public Service Co,AZ,313,"1,186,722"
4,12919,Morenci Water and Electric,AZ,"2,582",0
4,13314,Navajo Tribal Utility Authority,AZ,0,"28,698"
4,16572,Salt River Project,AZ,3,"890,081"
4,19189,Trico Electric Cooperative Inc,AZ,596,"44,013"
4,19728,"UNS Electric, Inc",AZ,"89,083",148
4,21538,"Mohave Electric Cooperative, I",AZ,0,"37,566"
4,24211,Tucson Electric Power Co,AZ,"422,447",53
4,25866,Ak-Chin Electric Utility Authority,AZ,450,0
4,4390,City of Corona - (CA),CA,"1,473",0
4,9216,Imperial Irrigation District,CA,"50,629","43,711"
4,11208,Los Angeles Department of Water & Power,CA,"408,174","8,418"
4,12745,Modesto Irrigation District,CA,0,"121,234"
4,14328,Pacific Gas & Electric Co,CA,0,"5,152,619"
4,14354,PacifiCorp,CA,"6,712",0
4,14534,City of Pasadena - (CA),CA,"63,157",0
4,16534,Sacramento Municipal Util Dist,CA,0,"618,151"
4,16609,San Diego Gas & Electric Co,CA,160,"1,408,833"
4,16655,City of Santa Clara - (CA),CA,"8,958",0
4,17609,Southern California Edison Co,CA,"22,561","5,047,788"
4,17612,Bear Valley Electric Service,CA,"23,825",0
4,18260,Surprise Valley Electrification,CA,0,0
4,19281,Turlock Irrigation District,CA,"79,581",0
4,19840,"Valley Electric Assn, Inc",CA,44,0
4,3989,City of Colorado Springs - (CO),CO,"208,182","12,475"
4,6604,City of Fort Collins - (CO),CO,0,"70,006"
4,9336,Intermountain Rural Elec Assn,CO,"149,277",0
4,10066,K C Electric Association,CO,0,"6,576"
4,12866,Moon Lake Electric Assn Inc,CO,"2,214",0
4,15257,"Poudre Valley Associated Services, Inc.",CO,44,"38,892"
4,15466,Public Service Co of Colorado,CO,"1,187,315","15,508"
4,16603,"San Luis Valley R E C, Inc",CO,"2,196","8,293"
4,19499,"United Power, Inc",CO,117,"33,433"
4,27058,"High West Energy, Inc",CO,982,0
4,56146,Black Hills/Colorado Elec.Util,CO,0,"94,466"
4,4176,Connecticut Light & Power Co,CT,"1,258,602",0
4,7716,Groton Dept of Utilities - (CT),CT,"13,237",0
4,19497,United Illuminating Co,CT,"149,117","193,566"
4,20038,Town of Wallingford - (CT),CT,"7,793",0
4,15270,Potomac Electric Power Co,DC,"2,103","277,998"
4,5027,Delmarva Power,DE,66,"293,663"
4,5070,Delaware Electric Cooperative,DE,"87,105",0
4,5335,City of Dover - (DE),DE,"23,355",0
4,13519,City of Newark - (DE),DE,0,"12,780"
4,6452,Florida Power & Light Co,FL,666,"4,899,221"
4,6455,"Duke Energy Florida, LLC",FL,"1,639,725","76,173"
4,6457,Florida Public Utilities Co,FL,"9,361",0
4,7801,Gulf Power Co,FL,0,"441,406"
4,9617,JEA,FL,"312,693","147,854"
4,18454,Tampa Electric Co,FL,"668,691",941
4,3408,City of Chattanooga - (TN),GA,0,"10,627"
4,3916,Cobb Electric Membership Corp,GA,0,"194,519"
4,7140,Georgia Power Co,GA,0,"2,410,516"
4,9601,Jackson Electric Member Corp - (GA),GA,0,"215,666"
4,8287,Hawaii Electric Light Co Inc,HI,"14,590",0
4,10071,Kauai Island Utility Cooperative,HI,"1,225","30,714"
4,11843,Maui Electric Co Ltd,HI,"6,845",30
4,19547,Hawaiian Electric Co Inc,HI,"15,214",0
4,471,Amana Society Service Co,IA,885,0
4,9417,Interstate Power and Light Co,IA,"6,174",0
4,12341,MidAmerican Energy Co,IA,"663,852",0
4,9187,City of Idaho Falls - (ID),ID,0,"27,267"
4,9191,Idaho Power Co,ID,995,"505,312"
4,10454,Kootenai Electric Cooperative,ID,0,"25,324"
4,11273,Lower Valley Energy Inc,ID,0,"1,684"
4,12692,"Missoula Electric Coop, Inc",ID,57,0
4,14354,PacifiCorp,ID,"30,359",0
4,16565,Salmon River Electric Coop Inc,ID,0,"2,829"
4,20169,Avista Corp,ID,"128,294",0
4,22814,Raft Rural Elec Coop Inc,ID,0,"2,552"
4,4110,Commonwealth Edison Co,IL,"4,555","2,237,192"
4,12341,MidAmerican Energy Co,IL,"84,542",0
4,13032,Mt Carmel Public Utility Co,IL,0,0
4,56697,Ameren Illinois Company,IL,"663,392","288,072"
4,261,AGC Division of APG Inc,IN,5,0
4,9273,Indianapolis Power & Light Co,IN,"482,374","40,974"
4,9324,Indiana Michigan Power Co,IN,"452,502","10,003"
4,13756,Northern Indiana Pub Serv Co,IN,"13,943",0
4,15470,"Duke Energy Indiana, LLC",IN,"827,054","3,439"
4,17633,Southern Indiana Gas & Elec Co,IN,0,0
4,9996,City of Kansas City - (KS),KS,3,"63,245"
4,10000,Kansas City Power & Light Co,KS,155,"231,901"
4,10005,Kansas Gas & Electric Co,KS,"7,457","228,686"
4,22500,Westar Energy Inc,KS,"23,862","83,086"
4,9964,Kenergy Corp,KY,0,0
4,10171,Kentucky Utilities Co,KY,"26,959","1,022"
4,11249,Louisville Gas & Electric Co,KY,"31,967","2,391"
4,14724,Pennyrile Rural Electric Coop,KY,0,"43,433"
4,17564,South Kentucky Rural E C C,KY,0,"66,901"
4,18642,Tennessee Valley Authority,KY,0,66
4,19446,Duke Energy Kentucky,KY,"103,004","39,377"
4,20130,Warren Rural Elec Coop Corp,KY,"62,097",12
4,22053,Kentucky Power Co,KY,"168,964",3
4,49998,City of Berea Municipal Utility,KY,"5,173",0
4,3265,Cleco Power LLC,LA,0,"283,795"
4,11241,Entergy Louisiana LLC,LA,"19,882","12,247"
4,13478,Entergy New Orleans Inc,LA,"6,020","4,283"
4,17698,Southwestern Electric Power Co,LA,"150,170",0
4,6374,Fitchburg Gas & Elec Light Co,MA,15,"28,744"
4,8774,City of Holyoke - (MA),MA,"17,206",0
4,11804,Massachusetts Electric Co,MA,"1,246,429","15,063"
4,13206,Nantucket Electric Co,MA,"13,618",0
4,15748,Town of Reading - (MA),MA,"29,734",0
4,20455,Western Massachusetts Electric Company,MA,"216,405",0
4,54913,NSTAR Electric Company,MA,"1,213,216",0
4,84,A & N Electric Coop,MD,312,0
4,1167,Baltimore Gas & Electric Co,MD,"78,794","1,220,161"
4,5027,Delmarva Power,MD,81,0
4,15263,The Potomac Edison Company,MD,"9,001",0
4,15270,Potomac Electric Power Co,MD,"1,026","555,443"
4,17637,Southern Maryland Elec Coop Inc,MD,"83,920","2,106"
4,1179,Emera Maine,ME,0,"120,556"
4,3266,Central Maine Power Co,ME,60,"627,787"
4,8883,Houlton Water Company,ME,0,0
4,3828,Cloverland Electric Co-op,MI,"42,343",0
4,4254,Consumers Energy Co,MI,0,"917,485"
4,5109,DTE Electric Company,MI,0,"2,265,894"
4,9324,Indiana Michigan Power Co,MI,"128,798",0
4,10704,City of Lansing - (MI),MI,"1,051",140
4,13780,Northern States Power Co,MI,"9,280",0
4,19578,Upper Peninsula Power Company,MI,43,0
4,20847,Wisconsin Electric Power Co,MI,"27,493",0
4,20860,Wisconsin Public Service Corp,MI,"9,208",0
4,689,Connexus Energy,MN,0,0
4,5574,East Central Energy,MN,"53,681",0
4,10596,City of Lake Crystal - (MN),MN,"1,194",0
4,12647,"ALLETE, Inc.",MN,"97,513","44,494"
4,13781,Northern States Power Co - Minnesota,MN,"1,213,657",0
4,13815,Northwestern Wisconsin Elec Co,MN,55,0
4,14232,Otter Tail Power Co,MN,41,0
4,16181,Rochester Public Utilities,MN,"52,124",0
4,17267,Sioux Valley SW Elec Coop,MN,0,"3,800"
4,20996,Wright-Hennepin Coop Elec Assn,MN,0,"63,270"
4,25177,Dakota Electric Association,MN,"37,661",0
4,3093,Carroll Electric Coop Corp - (AR),MO,0,"11,776"
4,4675,Cuivre River Electric Coop Inc,MO,"60,628","1,329"
4,9231,City of Independence - (MO),MO,0,0
4,10000,Kansas City Power & Light Co,MO,751,"275,234"
4,12698,KCP&L Greater Missouri Operations Co.,MO,456,"122,178"
4,17833,City Utilities of Springfield - (MO),MO,"6,158","5,711"
4,19436,Union Electric Co - (MO),MO,"1,196,046",0
4,3841,Coast Electric Power Assn,MS,0,"80,709"
4,6641,4-County Electric Power Assn,MS,0,"47,155"
4,12685,Entergy Mississippi Inc,MS,"6,763",88
4,12686,Mississippi Power Co,MS,"6,648",20
4,17252,Singing River Elec Pwr Assn,MS,"72,661",0
4,17647,Southern Pine Elec Power Assn,MS,0,"66,281"
4,18642,Tennessee Valley Authority,MS,0,20
4,19273,City of Tupelo - (MS),MS,11,0
4,6395,Flathead Electric Coop Inc,MT,359,"63,560"
4,12087,McKenzie Electric Coop Inc,MT,111,0
4,12199,Montana-Dakota Utilities Co,MT,"25,926",0
4,12692,"Missoula Electric Coop, Inc",MT,"10,211","4,229"
4,12825,NorthWestern Energy LLC - (MT),MT,"327,394",0
4,19156,Powder River Energy Corp,MT,177,2
4,19545,"Black Hills Power, Inc. d/b/a",MT,0,40
4,19603,USBIA-Mission Valley Power,MT,"19,723",0
4,20169,Avista Corp,MT,31,0
4,20997,Yellowstone Valley Elec Co-op,MT,"18,983",0
4,3046,Duke Energy Progress - (NC),NC,"1,329,669",0
4,5416,"Duke Energy Carolinas, LLC",NC,"1,406,510","507,369"
4,6235,Public Works Comm-City of Fayetteville,NC,"18,131","64,882"
4,9837,Jones-Onslow Elec Member Corp,NC,"68,117",0
4,16496,Rutherford Elec Member Corp,NC,0,"68,716"
4,18642,Tennessee Valley Authority,NC,0,1
4,19876,Virginia Electric & Power Co,NC,"110,522","1,985"
4,24889,Brunswick Electric Member Corp,NC,0,"88,723"
4,4717,Dakota Valley Elec Coop Inc,ND,"6,496",0
4,12087,McKenzie Electric Coop Inc,ND,"12,100",0
4,12090,"McLean Electric Coop, Inc",ND,"3,938",0
4,12199,Montana-Dakota Utilities Co,ND,"92,383",0
4,12301,Nodak Electric Coop Inc,ND,0,"19,320"
4,13196,Northern Plains Electric Coop,ND,"18,151",0
4,13694,"North Central Elec Coop, Inc",ND,"7,814",0
4,13781,Northern States Power Co - Minnesota,ND,"90,548",0
4,14232,Otter Tail Power Co,ND,19,0
4,19790,Verendrye Electric Coop Inc,ND,0,"16,245"
4,20413,Mountrail-Williams Elec Coop,ND,"19,592",0
4,24949,Cass County Elec Coop Inc,ND,22,"54,637"
4,55959,Roughrider Electric Cooperativ,ND,"14,553",0
4,4373,Cornhusker Public Power Dist,NE,"9,442",0
4,4911,Dawson Power District,NE,1,"22,972"
4,6779,City of Fremont - (NE),NE,"15,018",0
4,8245,City of Hastings - (NE),NE,"11,471",0
4,11018,Lincoln Electric System,NE,"135,238",0
4,11251,Loup River Public Power Dist,NE,"19,206",0
4,12539,Midwest Electric Member Corp,NE,"6,493",0
4,13337,Nebraska Public Power District,NE,"12,430","45,733"
4,13664,Norris Public Power District,NE,"1,474","1,397"
4,14127,Omaha Public Power District,NE,"366,817",560
4,17642,Southern Public Power District,NE,"2,957",0
4,27058,"High West Energy, Inc",NE,"3,010",0
4,40606,City of Grand Island - (NE),NE,0,714
4,13441,New Hampshire Elec Coop Inc,NH,23,"84,211"
4,15472,Public Service Co of NH,NH,"515,330",0
4,24590,Unitil Energy Systems,NH,200,"75,578"
4,26510,Liberty Utilities (Granite State Electric) Corp,NH,"40,912",8
4,963,Atlantic City Electric Co,NJ,"1,214",0
4,9726,Jersey Central Power & Lt Co,NJ,"3,808",0
4,15477,Public Service Elec & Gas Co,NJ,0,"14,322"
4,16213,Rockland Electric Co,NJ,"21,171",0
4,3287,"Central Valley Elec Coop, Inc",NM,342,"14,848"
4,5701,El Paso Electric Co,NM,"103,365",0
4,6204,City of Farmington - (NM),NM,"42,494",0
4,11204,Los Alamos County,NM,100,"1,692"
4,13314,Navajo Tribal Utility Authority,NM,0,"10,414"
4,15473,Public Service Co of NM,NM,"33,398",0
4,17718,Southwestern Public Service Co,NM,899,15
4,22690,Roosevelt County Elec Coop Inc,NM,0,"5,990"
4,2008,City of Boulder City - (NV),NV,618,0
4,4356,Colorado River Comm of Nevada,NV,0,23
4,13073,"Mt Wheeler Power, Inc",NV,"7,116",10
4,13407,Nevada Power Co,NV,130,"905,124"
4,17166,Sierra Pacific Power Co,NV,162,"338,977"
4,18260,Surprise Valley Electrification,NV,0,0
4,19840,"Valley Electric Assn, Inc",NV,"21,304",0
4,20332,Wells Rural Electric Co,NV,"5,384",0
4,22814,Raft Rural Elec Coop Inc,NV,0,"1,775"
4,3249,Central Hudson Gas & Elec Corp,NY,"118,207",0
4,4226,Consolidated Edison Co-NY Inc,NY,"1,349,894",0
4,11171,Long Island Power Authority,NY,"19,140","8,846"
4,13511,New York State Elec & Gas Corp,NY,984,0
4,13573,Niagara Mohawk Power Corp.,NY,"1,926,872","3,293"
4,14154,Orange & Rockland Utils Inc,NY,"94,086",0
4,14711,Pennsylvania Electric Co,NY,1,0
4,16183,Rochester Gas & Electric Corp,NY,677,0
4,3542,Duke Energy Ohio Inc,OH,"8,442","706,372"
4,3755,Cleveland Electric Illum Co,OH,"9,201","31,847"
4,4922,Dayton Power & Light Co,OH,"279,171",0
4,13998,Ohio Edison Co,OH,"3,459",11
4,14006,Ohio Power Co,OH,"620,693","136,015"
4,18997,The Toledo Edison Co,OH,"1,080",0
4,817,Arkansas Valley Elec Coop Corp,OK,0,"4,552"
4,7490,Grand River Dam Authority,OK,0,174
4,13734,Northeast Oklahoma Electric Co,OK,0,"38,441"
4,14062,Oklahoma Electric Coop Inc,OK,0,"53,860"
4,14063,Oklahoma Gas & Electric Co,OK,1,"787,483"
4,15474,Public Service Co of Oklahoma,OK,"36,032","478,210"
4,19785,Verdigris Valley Elec Coop Inc,OK,0,"36,132"
4,1738,Bonneville Power Administration,OR,1,0
4,6022,City of Eugene - (OR),OR,0,0
4,9191,Idaho Power Co,OR,296,"17,415"
4,14354,PacifiCorp,OR,"108,975",0
4,15248,Portland General Electric Co,OR,0,"856,159"
4,18260,Surprise Valley Electrification,OR,0,0
4,28541,Clatskanie Peoples Util Dist,OR,733,0
4,40437,Emerald People's Utility Dist,OR,"20,927",0
4,3597,Citizens Electric Co - (PA),PA,0,"6,932"
4,5487,Duquesne Light Co,PA,"377,487","209,139"
4,12390,Metropolitan Edison Co,PA,"4,371",1
4,14711,Pennsylvania Electric Co,PA,"3,072",0
4,14715,PPL Electric Utilities Corp,PA,0,"1,426,813"
